mission,year,country,location,latitude,longitude,Infantry,NoTroops,Reserve,hq,UNPOL,Med,Av,UNMO,ave.no.troops
MONUC,2008,DRC,Dungu,3.616667,28.566667,150,300,0,0,0,0,0,0,225
MONUC,2008,DRC,Kamina,-8.738611,24.990556,30,450,0,0,0,1,1,0,330
MONUC,2008,DRC,Kindu,-2.95,25.933333,150,300,0,0,0,0,0,0,420
MONUC,2009,DRC,Adikivu,-2.325729,28.812325,743,1450,0,0,0,0,1,0,1168
MONUC,2009,DRC,Beni,0.5,29.466667,812,1300,0,0,0,0,0,0,850
MONUC,2009,DRC,Bukavu,-2.5,28.866667,525,1100,0,2,0,1,0,0,975
MONUC,2009,DRC,Bunia,1.5625,30.248417,1537,2850,0,2,0,1,1,0,2437
MONUC,2009,DRC,Dungu,3.616667,28.566667,525,300,0,0,0,0,1,0,787
MONUC,2009,DRC,Gbadolite,4.283333,21.016667,35,35,0,0,0,0,0,0,35
MONUC,2009,DRC,Gemena,3.25,19.766667,35,35,0,0,0,0,0,0,35
MONUC,2009,DRC,Goma,-1.683333,29.233333,1300,1900,0,2,0,1,1,0,2087
MONUC,2009,DRC,Kalemie,-5.903344,29.192303,650,650,0,2,0,0,0,0,650
MONUC,2009,DRC,Kamina,-8.738611,24.990556,150,450,0,0,0,1,1,0,337
MONUC,2009,DRC,Kindu,-2.95,25.933333,275,150,0,0,0,0,0,0,312
MONUC,2009,DRC,Kinshasa,-4.329722,15.315,1300,1450,0,3,0,0,0,0,1450
MONUC,2009,DRC,Kisangani,0.5,25.2,650,685,0,2,0,0,1,0,676
MONUC,2009,DRC,Lubumbashi,-11.666667,27.466667,8,0,0,2,0,0,0,0,8
MONUC,2009,DRC,Mahagi,2.3,30.983333,316,650,0,0,0,0,0,0,316
MONUC,2009,DRC,Masisi,-1.398889,28.813333,150,150,0,0,0,0,0,0,150
MONUC,2009,DRC,Matadi,-5.816667,13.45,35,35,0,0,0,0,0,0,35
MONUC,2009,DRC,Mbandaka,0.066667,18.266667,35,35,0,2,0,0,0,0,35
MONUC,2009,DRC,Mbuji-Mayi,-6.15,23.6,35,35,0,0,0,0,0,0,35
MONUC,2009,DRC,Mushake,-1.533333,28.983333,650,650,0,0,0,0,0,0,650
MONUC,2009,DRC,Rwindi,-0.784722,29.290556,525,150,0,0,0,0,0,0,525
MONUC,2009,DRC,Sake,-1.573611,29.045,150,150,0,0,0,0,0,0,150
MONUC,2009,DRC,Uvira,-3.373055,29.144967,650,650,0,0,0,0,0,0,650
MONUC,2009,DRC,Walungu,-2.6283333,28.665833,650,650,0,0,0,0,0,0,650
MONUC,2009,Rwanda,Kigali,-1.9546,30.061,0,0,0,0,0,0,0,0,0
MONUC,2009,Uganda,Kampala,0.3155556,32.5655556,0,0,0,0,0,0,0,0,0
MONUC,2009,DRC,Adikivu,-2.325729,28.812325,743,1100,0,0,0,0,1,0,1168
MONUC,2009,DRC,Beni,0.5,29.466667,812,650,0,0,0,0,0,0,850
MONUC,2009,DRC,Bunia,1.5625,30.248417,1537,2350,0,2,0,1,1,0,2437
MONUC,2009,DRC,Dungu,3.616667,28.566667,525,950,0,0,0,0,1,0,787
MONUC,2009,DRC,Goma,-1.683333,29.233333,1300,2050,0,2,0,1,1,0,2087
MONUC,2009,DRC,Kamina,-8.738611,24.990556,150,300,0,0,0,1,1,0,337
MONUC,2009,DRC,Kisangani,0.5,25.2,650,650,0,2,0,0,1,0,676
MONUC,2009,DRC,Kiwanja,-1.14,29.439445,650,650,0,0,0,0,0,0,650
MONUC,2009,DRC,Mahagi,2.3,30.983333,316,150,0,0,0,0,0,0,316
MONUC,2009,DRC,Rwindi,-0.784722,29.290556,525,650,0,0,0,0,0,0,525
MONUC,2009,DRC,Kalemie,-5.903344,29.192303,650,650,0,0,0,0,0,0,650
MONUC,2009,DRC,Panzi,-2.5301802,28.8545827,400,150,0,0,0,0,0,0,400
MONUC,2009,DRC,Adikivu,-2.325729,28.812325,743,1025,0,0,0,0,1,0,1168
MONUC,2009,DRC,Beni,0.5,29.466667,812,800,0,0,0,0,0,0,850
MONUC,2009,DRC,Bukavu,-2.5,28.866667,525,600,0,2,0,1,0,0,975
MONUC,2009,DRC,Bunia,1.5625,30.248417,1537,2200,0,2,0,1,1,0,2437
MONUC,2009,DRC,Goma,-1.683333,29.233333,1300,2350,0,2,0,1,1,0,2087
MONUC,2009,DRC,Kavumu,-2.302778,28.8161111,725,1025,0,0,0,0,1,0,1025
MONUC,2009,DRC,Kindu,-2.95,25.933333,275,800,0,0,0,0,0,0,312
MONUC,2009,DRC,Lubumbashi,-11.666667,27.466667,8,35,0,2,0,0,0,0,8
MONUC,2009,DRC,Manono,-7.3,27.416667,150,150,0,0,0,0,0,0,150
MONUC,2009,DRC,Mbandaka,0.066667,18.266667,35,35,0,0,0,0,0,0,35
MONUC,2009,DRC,Moba,-7.066667,29.766667,150,150,0,0,0,0,0,0,150
MONUC,2009,DRC,Panzi,-2.5301802,28.8545827,400,650,0,0,0,0,0,0,400
MONUC,2010,DRC,Adikivu,-2.325729,28.812325,725,1025,0,0,0,0,1,0,1025
MONUC,2010,DRC,Beni,0.5,29.466667,650,800,0,0,0,0,0,0,800
MONUC,2010,DRC,Bukavu,-2.5,28.866667,150,600,0,2,0,1,0,0,600
MONUC,2010,DRC,Bunia,1.5625,30.248417,975,2200,0,2,0,1,1,0,1875
MONUC,2010,DRC,Dungu,3.616667,28.566667,650,950,0,0,0,0,1,0,950
MONUC,2010,DRC,Gbadolite,4.283333,21.016667,35,35,0,0,0,0,0,0,35
MONUC,2010,DRC,Gemena,3.25,19.766667,185,35,0,0,0,0,0,0,185
MONUC,2010,DRC,Goma,-1.683333,29.233333,1300,2350,0,2,0,1,1,0,2350
MONUC,2010,DRC,Kalemie,-5.903344,29.192303,650,650,0,0,0,0,0,0,650
MONUC,2010,DRC,Kamina,-8.738611,24.990556,150,300,0,0,0,1,0,0,225
MONUC,2010,DRC,Kavumu,-2.302778,28.8161111,725,1025,0,0,0,0,1,0,1025
MONUC,2010,DRC,Kindu,-2.95,25.933333,650,800,0,0,0,0,0,0,800
MONUC,2010,DRC,Kinshasa,-4.329722,15.315,1300,1450,0,3,0,1,0,0,1525
MONUC,2010,DRC,Kisangani,0.5,25.2,650,685,0,2,0,0,1,0,685
MONUC,2010,DRC,Kiwanja,-1.14,29.439445,650,650,0,0,0,0,0,0,650
MONUC,2010,DRC,Lubumbashi,-11.666667,27.466667,35,35,0,2,0,0,0,0,35
MONUC,2010,DRC,Manono,-7.3,27.416667,150,150,0,0,0,0,0,0,150
MONUC,2010,DRC,Masisi,-1.398889,28.813333,150,150,0,0,0,0,0,0,150
MONUC,2010,DRC,Matadi,-5.816667,13.45,35,35,0,0,0,0,0,0,35
MONUC,2010,DRC,Mbandaka,0.066667,18.266667,35,35,0,0,0,0,0,0,35
MONUC,2010,DRC,Mbuji-Mayi,-6.15,23.6,35,35,0,0,0,0,0,0,35
MONUC,2010,DRC,Moba,-7.066667,29.766667,150,150,0,0,0,0,0,0,150
MONUC,2010,DRC,Mushake,-1.533333,28.983333,650,650,0,0,0,0,0,0,650
MONUC,2010,DRC,Panzi,-2.5301802,28.8545827,650,650,0,0,0,0,0,0,650
MONUC,2010,DRC,Rwindi,-0.784722,29.290556,525,650,0,0,0,0,0,0,525
MONUC,2010,DRC,Sake,-1.573611,29.045,150,150,0,0,0,0,0,0,150
MONUC,2010,DRC,Uvira,-3.373055,29.144967,650,650,0,0,0,0,0,0,650
MONUC,2010,DRC,Walungu,-2.6283333,28.665833,487,650,0,0,0,0,0,0,525
MONUC,2010,Rwanda,Kigali,-1.9546,30.061,0,0,0,0,0,0,0,0,0
MONUC,2010,Uganda,Kampala,0.3155556,32.5655556,0,0,0,0,0,0,0,0,0
MONUC,2010,DRC,Bunia,1.5625,30.248417,975,1550,0,2,0,1,1,0,1875
MONUC,2010,DRC,Dongo,2.708561,18.40506,150,150,0,0,0,0,0,0,150
MONUC,2010,DRC,Gemena,3.25,19.766667,185,335,0,0,0,0,0,0,185
MONUC,2010,DRC,Ishasa,-0.75,29.61666667,400,400,0,0,0,0,0,0,400
MONUC,2010,DRC,Kamina,-8.738611,24.990556,150,150,0,0,0,1,0,0,225
MONUC,2010,DRC,Kinshasa,-4.329722,15.315,1300,1600,0,3,0,1,0,0,1525
MONUC,2010,DRC,Kongolo,-5.383333,27,70,70,0,0,0,0,0,0,70
MONUC,2010,DRC,Mahagi,2.3,30.983333,650,650,0,0,0,0,0,0,650
MONUC,2010,DRC,Mubone,-2.6283333,28.665833,325,400,0,0,0,0,0,0,400
MONUC,2010,DRC,Rwindi,-0.784722,29.290556,525,400,0,0,0,0,0,0,525
MONUC,2010,DRC,Walungu,-2.6283333,28.665833,487,400,0,0,0,0,0,0,525
MONUSCO,2010,DRC,Adikivu,-2.325729,28.812325,687,1043,0,0,0,0,2,0,1005
MONUSCO,2010,DRC,Bendera,-5.065556,28.915556,35,35,0,0,0,0,0,0,35
MONUSCO,2010,DRC,Beni,0.5,29.466667,650,800,0,0,0,0,0,0,800
MONUSCO,2010,DRC,Bukavu,-2.5,28.866667,150,600,0,2,0,1,0,0,600
MONUSCO,2010,DRC,Bunia,1.5625,30.248417,650,1435,0,2,0,1,1,0,1360
MONUSCO,2010,DRC,Dongo,2.708561,18.40506,35,35,0,0,0,0,0,0,35
MONUSCO,2010,DRC,Dungu,3.616667,28.566667,650,950,0,0,0,0,1,0,950
MONUSCO,2010,DRC,Gbadolite,4.283333,21.016667,35,35,0,0,0,0,0,0,35
MONUSCO,2010,DRC,Gemena,3.25,19.766667,150,150,0,0,0,0,0,0,150
MONUSCO,2010,DRC,Goma,-1.683333,29.233333,1300,2350,0,2,0,1,1,0,2125
MONUSCO,2010,DRC,Ishasa,-0.75,29.61666667,325,325,0,0,0,0,0,0,325
MONUSCO,2010,DRC,Kalemie,-5.903344,29.192303,650,650,0,0,0,0,0,0,650
MONUSCO,2010,DRC,Kamina,-8.738611,24.990556,150,150,0,0,0,0,0,0,150
MONUSCO,2010,DRC,Kavumu,-2.302778,28.8161111,687,1042,0,0,0,0,2,0,1004
MONUSCO,2010,DRC,Kindu,-2.95,25.933333,417,685,0,0,0,0,0,0,417
MONUSCO,2010,DRC,Kinshasa,-4.329722,15.315,975,1485,0,3,0,1,0,0,1160
MONUSCO,2010,DRC,Kisangani,0.5,25.2,185,220,0,2,0,0,1,0,220
MONUSCO,2010,DRC,Kiwanja,-1.14,29.439445,650,650,0,0,0,0,0,0,650
MONUSCO,2010,DRC,Kongolo,-5.383333,27,35,35,0,0,0,0,0,0,35
MONUSCO,2010,DRC,Lubumbashi,-11.666667,27.466667,35,35,0,2,0,0,0,0,35
MONUSCO,2010,DRC,Lubutu,-0.733333,26.583333,35,35,0,0,0,0,0,0,35
MONUSCO,2010,DRC,Mahagi,2.3,30.983333,650,650,0,0,0,0,0,0,650
MONUSCO,2010,DRC,Manono,-7.3,27.416667,35,35,0,0,0,0,0,0,35
MONUSCO,2010,DRC,Masisi,-1.398889,28.813333,150,150,0,0,0,0,0,0,150
MONUSCO,2010,DRC,Matadi,-5.816667,13.45,35,35,0,0,0,0,0,0,35
MONUSCO,2010,DRC,Mbandaka,0.066667,18.266667,150,150,0,0,0,0,0,0,150
MONUSCO,2010,DRC,Moba,-7.066667,29.766667,92,150,0,0,0,0,0,0,92
MONUSCO,2010,DRC,Mubone,-2.6283333,28.665833,325,400,0,0,0,0,0,0,400
MONUSCO,2010,DRC,Mushake,-1.533333,28.983333,650,650,0,0,0,0,0,0,650
MONUSCO,2010,DRC,Panzi,-2.5301802,28.8545827,650,650,0,0,0,0,0,0,650
MONUSCO,2010,DRC,Rwindi,-0.784722,29.290556,325,325,0,0,0,0,0,0,325
MONUSCO,2010,DRC,Sake,-1.573611,29.045,650,650,0,0,0,0,0,0,650
MONUSCO,2010,DRC,Uvira,-3.373055,29.144967,650,650,0,0,0,0,0,0,650
MONUSCO,2010,DRC,Walungu,-2.6283333,28.665833,325,400,0,0,0,0,0,0,400
MONUSCO,2010,Rwanda,Kigali,-1.9546,30.061,0,0,0,0,0,0,0,0,0
MONUSCO,2010,Uganda,Kampala,0.3155556,32.5655556,0,0,0,0,0,0,0,0,0
MONUSCO,2010,DRC,Adikivu,-2.325729,28.812325,687,968,0,0,0,0,2,0,1005
MONUSCO,2010,DRC,Bunia,1.5625,30.248417,650,1285,0,2,0,1,1,0,1360
MONUSCO,2010,DRC,Goma,-1.683333,29.233333,1300,1900,0,2,0,1,1,0,2125
MONUSCO,2010,DRC,Kavumu,-2.302778,28.8161111,687,967,0,0,0,0,2,0,1004
MONUSCO,2010,DRC,Kindu,-2.95,25.933333,417,150,0,0,0,0,0,0,417
MONUSCO,2010,DRC,Kinshasa,-4.329722,15.315,975,835,0,3,0,1,0,0,1160
MONUSCO,2010,DRC,Moba,-7.066667,29.766667,92,35,0,0,0,0,0,0,92
MONUSCO,2011,DRC,Adikivu,-2.325729,28.812325,650,968,0,0,0,0,2,0,893
MONUSCO,2011,DRC,Bendera,-5.065556,28.915556,35,35,0,0,0,0,0,0,35
MONUSCO,2011,DRC,Beni,0.5,29.466667,650,800,0,0,0,0,0,0,800
MONUSCO,2011,DRC,Bukavu,-2.5,28.866667,150,600,0,2,0,1,0,0,600
MONUSCO,2011,DRC,Bunia,1.5625,30.248417,650,1100,0,2,0,1,1,0,1100
MONUSCO,2011,DRC,Dongo,2.708561,18.40506,35,35,0,0,0,0,0,0,35
MONUSCO,2011,DRC,Dungu,3.616667,28.566667,650,1100,0,0,0,0,1,0,1100
MONUSCO,2011,DRC,Gbadolite,4.283333,21.016667,35,35,0,0,0,0,0,0,35
MONUSCO,2011,DRC,Gemena,3.25,19.766667,150,150,0,0,0,0,0,0,150
MONUSCO,2011,DRC,Goma,-1.683333,29.233333,1516,1900,0,2,0,1,1,0,2166
MONUSCO,2011,DRC,Ishasa,-0.75,29.61666667,325,325,0,0,0,0,0,0,325
MONUSCO,2011,DRC,Kalemie,-5.903344,29.192303,650,650,0,0,0,0,0,0,650
MONUSCO,2011,DRC,Kamina,-8.738611,24.990556,150,150,0,0,0,0,0,0,150
MONUSCO,2011,DRC,Kavumu,-2.302778,28.8161111,650,967,0,0,0,0,2,0,892
MONUSCO,2011,DRC,Kindu,-2.95,25.933333,150,150,0,0,0,0,0,0,150
MONUSCO,2011,DRC,Kinshasa,-4.329722,15.315,650,835,0,3,0,1,0,0,835
MONUSCO,2011,DRC,Kisangani,0.5,25.2,185,220,0,2,0,0,1,0,220
MONUSCO,2011,DRC,Kiwanja,-1.14,29.439445,650,650,0,0,0,0,0,0,650
MONUSCO,2011,DRC,Kongolo,-5.383333,27,35,35,0,0,0,0,0,0,35
MONUSCO,2011,DRC,Lubumbashi,-11.666667,27.466667,35,35,0,2,0,0,0,0,35
MONUSCO,2011,DRC,Lubutu,-0.733333,26.583333,35,35,0,0,0,0,0,0,35
MONUSCO,2011,DRC,Mahagi,2.3,30.983333,650,650,0,0,0,0,0,0,650
MONUSCO,2011,DRC,Manono,-7.3,27.416667,35,35,0,0,0,0,0,0,35
MONUSCO,2011,DRC,Mbandaka,0.066667,18.266667,150,150,0,0,0,0,0,0,150
MONUSCO,2011,DRC,Moba,-7.066667,29.766667,35,35,0,0,0,0,0,0,35
MONUSCO,2011,DRC,Mubone,-2.6283333,28.665833,325,400,0,0,0,0,0,0,400
MONUSCO,2011,DRC,Mushake,-1.533333,28.983333,650,650,0,0,0,0,0,0,650
MONUSCO,2011,DRC,Panzi,-2.5301802,28.8545827,650,650,0,0,0,0,0,0,650
MONUSCO,2011,DRC,Rwindi,-0.784722,29.290556,325,325,0,0,0,0,0,0,325
MONUSCO,2011,DRC,Sake,-1.573611,29.045,650,650,0,0,0,0,0,0,650
MONUSCO,2011,DRC,Uvira,-3.373055,29.144967,650,650,0,0,0,0,0,0,650
MONUSCO,2011,DRC,Walungu,-2.6283333,28.665833,325,400,0,0,0,0,0,0,400
MONUSCO,2011,Rwanda,Kigali,-1.9546,30.061,0,0,0,0,0,0,0,0,0
MONUSCO,2011,Uganda,Kampala,0.3155556,32.5655556,0,0,0,0,0,0,0,0,0
MONUSCO,2011,DRC,Adikivu,-2.325729,28.812325,650,893,0,0,0,0,2,0,893
MONUSCO,2011,DRC,Goma,-1.683333,29.233333,1516,2050,0,2,0,1,1,0,2166
MONUSCO,2011,DRC,Kavumu,-2.302778,28.8161111,650,892,0,0,0,0,2,0,892
MONUSCO,2011,DRC,Adikivu,-2.325729,28.812325,650,818,0,0,0,0,2,0,893
MONUSCO,2011,DRC,Goma,-1.683333,29.233333,1516,2550,0,2,0,1,1,0,2166
MONUSCO,2011,DRC,Kavumu,-2.302778,28.8161111,650,817,0,0,0,0,2,0,892
MONUSCO,2012,DRC,Adikivu,-2.325729,28.812325,650,818,0,0,0,0,1,0,855
MONUSCO,2012,DRC,Bendera,-5.065556,28.915556,35,35,0,0,0,0,0,0,35
MONUSCO,2012,DRC,Beni,0.5,29.466667,650,800,0,0,0,0,0,0,800
MONUSCO,2012,DRC,Bukavu,-2.5,28.866667,150,750,0,2,0,1,1,0,675
MONUSCO,2012,DRC,Bunia,1.5625,30.248417,650,1100,0,2,0,1,1,0,1175
MONUSCO,2012,DRC,Dongo,2.708561,18.40506,35,35,0,0,0,0,0,0,35
MONUSCO,2012,DRC,Dungu,3.616667,28.566667,650,1100,0,0,0,0,1,0,1100
MONUSCO,2012,DRC,Gbadolite,4.283333,21.016667,35,35,0,0,0,0,0,0,35
MONUSCO,2012,DRC,Gemena,3.25,19.766667,150,150,0,0,0,0,0,0,150
MONUSCO,2012,DRC,Goma,-1.683333,29.233333,1950,2550,0,2,0,1,1,0,2625
MONUSCO,2012,DRC,Ishasa,-0.75,29.61666667,325,325,0,0,0,0,0,0,325
MONUSCO,2012,DRC,Kalemie,-5.903344,29.192303,650,650,0,0,0,0,0,0,650
MONUSCO,2012,DRC,Kamina,-8.738611,24.990556,150,150,0,0,0,0,0,0,150
MONUSCO,2012,DRC,Kavumu,-2.302778,28.8161111,650,817,0,0,0,0,1,0,854
MONUSCO,2012,DRC,Kindu,-2.95,25.933333,150,150,0,0,0,0,0,0,150
MONUSCO,2012,DRC,Kinshasa,-4.329722,15.315,650,800,0,3,0,1,0,0,800
MONUSCO,2012,DRC,Kisangani,0.5,25.2,167,220,0,2,0,0,1,0,260
MONUSCO,2012,DRC,Kiwanja,-1.14,29.439445,650,650,0,0,0,0,0,0,650
MONUSCO,2012,DRC,Kongolo,-5.383333,27,35,35,0,0,0,0,0,0,35
MONUSCO,2012,DRC,Lubumbashi,-11.666667,27.466667,35,35,0,2,0,0,0,0,35
MONUSCO,2012,DRC,Lubutu,-0.733333,26.583333,35,35,0,0,0,0,0,0,35
MONUSCO,2012,DRC,Mahagi,2.3,30.983333,650,650,0,0,0,0,0,0,650
MONUSCO,2012,DRC,Manono,-7.3,27.416667,35,35,0,0,0,0,0,0,35
MONUSCO,2012,DRC,Mbandaka,0.066667,18.266667,150,150,0,0,0,0,0,0,150
MONUSCO,2012,DRC,Moba,-7.066667,29.766667,35,35,0,0,0,0,0,0,35
MONUSCO,2012,DRC,Mubone,-2.6283333,28.665833,325,400,0,0,0,0,0,0,400
MONUSCO,2012,DRC,Mushake,-1.533333,28.983333,150,150,0,0,0,0,0,0,150
MONUSCO,2012,DRC,Panzi,-2.5301802,28.8545827,650,650,0,0,0,0,0,0,650
MONUSCO,2012,DRC,Rwindi,-0.784722,29.290556,325,325,0,0,0,0,0,0,325
MONUSCO,2012,DRC,Sake,-1.573611,29.045,650,650,0,0,0,0,0,0,650
MONUSCO,2012,DRC,Uvira,-3.373055,29.144967,650,650,0,0,0,0,0,0,725
MONUSCO,2012,DRC,Walungu,-2.6283333,28.665833,325,400,0,0,0,0,0,0,400
MONUSCO,2012,Rwanda,Kigali,-1.9546,30.061,0,0,0,0,0,0,0,0,0
MONUSCO,2012,Uganda,Kampala,0.3155556,32.5655556,0,0,0,0,0,0,0,0,0
MONUSCO,2012,DRC,Adikivu,-2.325729,28.812325,650,893,0,0,0,0,1,0,855
MONUSCO,2012,DRC,Ango,4.03873,25.85156,35,35,0,0,0,0,0,0,35
MONUSCO,2012,DRC,Bunia,1.5625,30.248417,650,1250,0,2,0,1,1,0,1175
MONUSCO,2012,DRC,Goma,-1.683333,29.233333,1950,2700,0,2,0,1,1,0,2625
MONUSCO,2012,DRC,Kavumu,-2.302778,28.8161111,650,892,0,0,0,0,1,0,854
MONUSCO,2012,DRC,Kisangani,0.5,25.2,167,300,0,2,0,0,1,0,260
MONUSCO,2012,DRC,Shabunda,-2.69154,27.34625,150,150,0,0,0,0,0,0,150
MINUSCA,2018,Central African Republic,Bangui,4.393797,18.559861,2166,4085,0,3,0,1,1,1,4307
MONUSCO,2013,DRC,Adikivu,-2.325729,28.812325,650,968,0,0,0,0,1,0,968
MONUSCO,2013,DRC,Ango,4.03873,25.85156,35,35,0,0,0,0,0,0,35
MONUSCO,2013,DRC,Bendera,-5.065556,28.915556,35,35,0,0,0,0,0,0,35
MONUSCO,2013,DRC,Beni,0.5,29.466667,650,800,0,0,0,0,0,0,800
MINUSCA,2018,Central African Republic,Bangui,4.393797,18.559861,2166,4753,0,3,0,1,1,1,4307
MONUSCO,2013,DRC,Bunia,1.5625,30.248417,650,1400,0,2,0,1,2,0,1450
MONUSCO,2013,DRC,Dongo,2.708561,18.40506,35,35,0,0,0,0,0,0,35
MONUSCO,2013,DRC,Dungu,3.616667,28.566667,650,1100,0,0,0,0,1,0,1100
MONUSCO,2013,DRC,Goma,-1.683333,29.233333,1783,2550,0,2,0,1,1,0,2433
MONUSCO,2013,DRC,Ishasa,-0.75,29.61666667,325,325,0,0,0,0,0,0,325
MONUSCO,2013,DRC,Kalemie,-5.903344,29.192303,650,650,0,0,0,0,0,0,650
MONUSCO,2013,DRC,Kamina,-8.738611,24.990556,150,150,0,0,0,0,0,0,150
MONUSCO,2013,DRC,Kavumu,-2.302778,28.8161111,650,967,0,0,0,0,1,0,967
MONUSCO,2013,DRC,Kindu,-2.95,25.933333,111,150,0,0,0,0,0,0,111
MONUSCO,2013,DRC,Kinshasa,-4.329722,15.315,650,800,0,3,0,1,0,0,950
MONUSCO,2013,DRC,Kiwanja,-1.14,29.439445,650,650,0,0,0,0,0,0,650
MONUSCO,2013,DRC,Kongolo,-5.383333,27,35,35,0,0,0,0,0,0,35
MONUSCO,2013,DRC,Lubumbashi,-11.666667,27.466667,35,35,0,2,0,0,0,0,35
MONUSCO,2013,DRC,Mahagi,2.3,30.983333,650,650,0,0,0,0,0,0,650
MONUSCO,2013,DRC,Manono,-7.3,27.416667,35,35,0,0,0,0,0,0,35
MONUSCO,2013,DRC,Mbandaka,0.066667,18.266667,111,150,0,0,0,0,0,0,111
MONUSCO,2013,DRC,Moba,-7.066667,29.766667,35,35,0,0,0,0,0,0,35
MONUSCO,2013,DRC,Mubone,-2.6283333,28.665833,325,400,0,0,0,0,0,0,400
MONUSCO,2013,DRC,Mushake,-1.528158,28.97952,150,150,0,0,0,0,0,0,150
MONUSCO,2013,DRC,Panzi,-2.5301802,28.8545827,650,650,0,0,0,0,0,0,650
MONUSCO,2013,DRC,Rwindi,-0.784722,29.290556,433,325,0,0,0,0,0,0,433
MONUSCO,2013,DRC,Sake,-1.573611,29.045,1083,650,0,0,0,0,0,0,1183
MONUSCO,2013,DRC,Shabunda,-2.69154,27.34625,150,150,0,0,0,0,0,0,150
MONUSCO,2013,DRC,Uvira,-3.373055,29.144967,650,800,0,0,0,0,0,0,800
MONUSCO,2013,DRC,Walungu,-2.6283333,28.665833,325,400,0,0,0,0,0,0,400
MINUSCA,2019,Central African Republic,Bangui,4.393797,18.559861,1950,4085,0,3,0,1,1,1,4135
MONUSCO,2013,DRC,Kisangani,0.5,25.2,261,450,0,2,0,0,1,0,411
UNISFA,2014,Sudan,Banton,9.506389,28.470323,56,255,0,0,0,0,0,1,241
MONUSCO,2013,DRC,Bunia,1.5625,30.248417,650,1550,0,2,0,1,2,0,1450
MONUSCO,2013,DRC,Goma,-1.683333,29.233333,1783,2200,0,2,0,1,1,0,2433
MONUSCO,2013,DRC,Kananga,-5.9,22.416667,150,150,0,0,0,0,0,0,150
MONUSCO,2013,DRC,Kindu,-2.95,25.933333,111,35,0,0,0,0,0,0,111
MONUSCO,2013,DRC,Kinshasa,-4.329722,15.315,650,1250,0,3,0,1,0,0,950
MONUSCO,2013,DRC,Kisangani,0.5,25.2,261,335,0,2,0,0,1,0,411
MONUSCO,2013,DRC,Mbandaka,0.066667,18.266667,111,35,0,0,0,0,0,0,111
MONUSCO,2013,DRC,Mbuji-Mayi,-6.15,23.6,0,150,0,0,0,0,0,0,150
MONUSCO,2013,DRC,Rwindi,-0.784722,29.290556,433,650,0,0,0,0,0,0,433
MONUSCO,2013,DRC,Sake,-1.573611,29.045,1083,2250,0,0,0,0,0,0,1183
ONUMOZ,1994,Mozambique,Beira,-19.781663000000002,34.88213,111,185,0,2,0,1,0,0,390
MONUSCO,2014,DRC,Adikivu,-2.325729,28.812325,650,893,0,0,0,0,1,0,893
MONUSCO,2014,DRC,Ango,4.03873,25.85156,35,35,0,0,0,0,0,0,35
MONUSCO,2014,DRC,Bendera,-5.065556,28.915556,35,35,0,0,0,0,0,0,35
MONUSCO,2014,DRC,Beni,0.5,29.466667,650,800,0,0,0,0,0,0,875
ONUMOZ,1994,Mozambique,Beira,-19.781663000000002,34.88213,111,635,0,2,0,1,0,0,390
MONUSCO,2014,DRC,Bunia,1.5625,30.248417,650,1550,0,2,0,1,2,0,1625
MONUSCO,2014,DRC,Dongo,2.708561,18.40506,35,35,0,0,0,0,0,0,35
MONUSCO,2014,DRC,Dungu,3.616667,28.566667,650,1100,0,0,0,0,1,0,1100
MONUSCO,2014,DRC,Goma,-1.683333,29.233333,1450,2500,0,2,0,1,1,0,2500
MONUSCO,2014,DRC,Kalemie,-5.903344,29.192303,650,650,0,0,0,0,0,0,650
MONUSCO,2014,DRC,Kamina,-8.738611,24.990556,92,150,0,0,0,0,0,0,92
MONUSCO,2014,DRC,Kavumu,-2.302778,28.8161111,650,892,0,0,0,0,1,0,892
MONUSCO,2014,DRC,Kindu,-2.95,25.933333,35,35,0,0,0,0,0,0,35
ONUMOZ,1994,Mozambique,Beira,-19.781663000000002,34.88213,111,350,0,2,0,1,0,0,390
MONUSCO,2014,DRC,Kisangani,0.5,25.2,167,335,0,2,0,0,0,0,317
MONUSCO,2014,DRC,Kiwanja,-1.14,29.439445,650,650,0,0,0,0,0,0,650
MONUSCO,2014,DRC,Kongolo,-5.383333,27,35,35,0,0,0,0,0,0,35
MONUSCO,2014,DRC,Lubumbashi,-11.666667,27.466667,35,35,0,2,0,0,0,0,35
MONUSCO,2014,DRC,Mahagi,2.3,30.983333,650,650,0,0,0,0,0,0,650
MONUSCO,2014,DRC,Manono,-7.3,27.416667,35,35,0,0,0,0,0,0,35
MONUSCO,2014,DRC,Mbandaka,0.066667,18.266667,35,35,0,0,0,0,0,0,35
MONUSCO,2014,DRC,Mbuji-Mayi,-6.15,23.6,0,150,0,0,0,0,0,0,150
MONUSCO,2014,DRC,Moba,-7.066667,29.766667,35,35,0,0,0,0,0,0,35
MONUSCO,2014,DRC,Mubone,-2.6283333,28.665833,325,400,0,0,0,0,0,0,400
MONUSCO,2014,DRC,Mushake,-1.528158,28.97952,75,150,0,0,0,0,0,0,150
MONUSCO,2014,DRC,Panzi,-2.5301802,28.8545827,650,650,0,0,0,0,0,0,650
MONUSCO,2014,DRC,Rwindi,-0.784722,29.290556,650,650,0,0,0,0,0,0,650
MONUSCO,2014,DRC,Sake,-1.573611,29.045,2600,2900,0,0,0,0,0,0,2900
