mission,year,location,latitude,longitude,Infantry,eng,med,sig,av,riv,maint,trans
BINUB,2007,Bujumbura,-3.3822,29.3644,0,0,0,0,0,0,0,0
BINUB,2009,Bujumbura,-3.3822,29.3644,0,0,0,0,0,0,0,0
MINUCI,2003,Abidjan,5.309657,-4.012656,0,0,0,0,0,0,0,0
MINUCI,2004,Abidjan,5.309657,-4.012656,0,0,0,0,0,0,0,0
MINUGUA,1995,Barillas,15.80361,-91.31583,0,0,0,0,0,0,0,0
MINUGUA,1995,Cantabal,16.02094,-90.70143,0,0,0,0,0,0,0,0
MINUGUA,1995,Coban,15.46896,-90.40674,0,0,0,0,0,0,0,0
MINUGUA,1995,Escuintla,14.3009,-90.78581,0,0,0,0,0,0,0,0
MINUGUA,1995,Guatemala city,14.64072,-90.51327,0,0,0,0,0,0,0,0
MINUGUA,1995,Huehuetenango,15.31918,-91.47241,0,0,0,0,0,0,0,0
MINUGUA,1995,Nebaj,15.40614,-91.14682,0,0,0,0,0,0,0,0
MINUGUA,1995,Quetzaltenango,14.83472,-91.51806,0,0,0,0,0,0,0,0
MINUGUA,1995,Santa Cruz del Quiché,15.03085,-91.14871,0,0,0,0,0,0,0,0
MINUGUA,1995,Santa Elena,16.91798,-89.89288,0,0,0,0,0,0,0,0
MINUGUA,1995,Sololá,14.77222,-91.18333,0,0,0,0,0,0,0,0
MINUGUA,1995,Zacapa,14.97222,-89.53056,0,0,0,0,0,0,0,0
MINUGUA,2000,Barillas,15.80361,-91.31583,0,0,0,0,0,0,0,0
MINUGUA,2000,Cantabal,16.02094,-90.70143,0,0,0,0,0,0,0,0
MINUGUA,2000,Coban,15.46896,-90.40674,0,0,0,0,0,0,0,0
MINUGUA,2000,Escuintla,14.3009,-90.78581,0,0,0,0,0,0,0,0
MINUGUA,2000,Guatemala city,14.64072,-90.51327,0,0,0,0,0,0,0,0
MINUGUA,2000,Huehuetenango,15.31918,-91.47241,0,0,0,0,0,0,0,0
MINUGUA,2000,Nebaj,15.40614,-91.14682,0,0,0,0,0,0,0,0
MINUGUA,2000,Poptún,16.33111,-89.41694,0,0,0,0,0,0,0,0
MINUGUA,2000,Quetzaltenango,14.83472,-91.51806,0,0,0,0,0,0,0,0
MINUGUA,2000,Santa Cruz del Quiché,15.03085,-91.14871,0,0,0,0,0,0,0,0
MINUGUA,2000,Santa Elena,16.91798,-89.89288,0,0,0,0,0,0,0,0
MINUGUA,2000,Sololá,14.77222,-91.18333,0,0,0,0,0,0,0,0
MINUGUA,2000,Zacapa,14.97222,-89.53056,0,0,0,0,0,0,0,0
MINUJUSTH,2017,Cap-Haïtien,19.75938,-72.19815,0,0,0,0,0,0,0,0
MINUJUSTH,2017,Fort-Liberté,19.66273,-71.83798,0,0,0,0,0,0,0,0
MINUJUSTH,2017,Gonaïves,19.44755,-72.68928,0,0,0,0,0,0,0,0
MINUJUSTH,2017,Hinche,19.15,-72.01667,0,0,0,0,0,0,0,0
MINUJUSTH,2017,Jacmel,18.23427,-72.53539,0,0,0,0,0,0,0,0
MINUJUSTH,2017,Jérémie,18.65,-74.11667,0,0,0,0,0,0,0,0
MINUJUSTH,2017,Les Cayes,18.19331,-73.74601,0,0,0,0,0,0,0,0
MINUJUSTH,2017,Miragoâne,18.44599,-73.08957,0,0,0,0,0,0,0,0
MINUJUSTH,2017,Port-au-Prince,18.54349,-72.33881,0,0,0,0,0,0,0,0
MINUJUSTH,2017,Port-de-Paix,19.93984,-72.83037,0,0,0,0,0,0,0,0
MINUJUSTH,2018,Cap-Haïtien,19.75938,-72.19815,0,0,0,0,0,0,0,0
MINUJUSTH,2018,Fort-Liberté,19.66273,-71.83798,0,0,0,0,0,0,0,0
MINUJUSTH,2018,Gonaïves,19.44755,-72.68928,0,0,0,0,0,0,0,0
MINUJUSTH,2018,Hinche,19.15,-72.01667,0,0,0,0,0,0,0,0
MINUJUSTH,2018,Jacmel,18.23427,-72.53539,0,0,0,0,0,0,0,0
MINUJUSTH,2018,Jérémie,18.65,-74.11667,0,0,0,0,0,0,0,0
MINUJUSTH,2018,Les Cayes,18.19331,-73.74601,0,0,0,0,0,0,0,0
MINUJUSTH,2018,Miragoâne,18.44599,-73.08957,0,0,0,0,0,0,0,0
MINUJUSTH,2018,Port-au-Prince,18.54349,-72.33881,0,0,0,0,0,0,0,0
MINUJUSTH,2018,Port-de-Paix,19.93984,-72.83037,0,0,0,0,0,0,0,0
MINUJUSTH,2019,Cap-Haïtien,19.75938,-72.19815,0,0,0,0,0,0,0,0
MINUJUSTH,2019,Fort-Liberté,19.66273,-71.83798,0,0,0,0,0,0,0,0
MINUJUSTH,2019,Gonaïves,19.44755,-72.68928,0,0,0,0,0,0,0,0
MINUJUSTH,2019,Hinche,19.15,-72.01667,0,0,0,0,0,0,0,0
MINUJUSTH,2019,Jacmel,18.23427,-72.53539,0,0,0,0,0,0,0,0
MINUJUSTH,2019,Jérémie,18.65,-74.11667,0,0,0,0,0,0,0,0
MINUJUSTH,2019,Les Cayes,18.19331,-73.74601,0,0,0,0,0,0,0,0
MINUJUSTH,2019,Miragoâne,18.44599,-73.08957,0,0,0,0,0,0,0,0
MINUJUSTH,2019,Port-au-Prince,18.54349,-72.33881,0,0,0,0,0,0,0,0
MINUJUSTH,2019,Port-de-Paix,19.93984,-72.83037,0,0,0,0,0,0,0,0
MINURCA,1998,Bangui,4.383333,18.566667,1350,0,0,1,0,0,0,0
MINURCA,1999,Bangui,4.383333,18.566667,1150,0,3,3,0,0,0,0
MINURCA,2000,Bangui,4.383333,18.566667,0,0,0,0,0,0,0,0
MINURCAT,2008,Abeche,13.816667,20.816667,800,1,1,1,0,0,0,1
MINURCAT,2008,Bahai,15.55,22.91,150,0,0,0,0,0,0,0
MINURCAT,2008,Birao,10.284879,22.788184,650,0,0,0,0,0,0,0
MINURCAT,2008,Farchana,13.59744,21.81167,650,0,0,0,0,0,0,0
MINURCAT,2008,Goz Beida,12.216667,21.4166667,650,0,0,0,0,0,0,0
MINURCAT,2008,Guereda,14.516667,22.083333,150,0,0,0,0,0,0,0
MINURCAT,2008,Iriba,15.116667,22.25,650,0,0,0,0,0,0,0
MINURCAT,2008,Koukou Angaraha,12.016667,21.683333,150,0,0,0,0,0,0,0
MINURCAT,2008,N'Djamena,12.108502,15.048173,0,0,0,0,0,0,0,0
MINURCAT,2009,Abeche,13.816667,20.816667,216,3,2,0,3,0,0,3
MINURCAT,2009,Birao,10.284879,22.788184,316,0,0,0,0,0,0,0
MINURCAT,2009,Farchana,13.59744,21.81167,650,0,0,0,0,0,0,0
MINURCAT,2009,Goz Beida,12.216667,21.4166667,650,0,0,0,0,0,0,0
MINURCAT,2009,Iriba,15.116667,22.25,650,0,0,0,0,0,0,0
MINURCAT,2009,N'Djamena,12.108502,15.048173,0,0,0,0,0,0,0,0
MINURCAT,2010,Abeche,13.816667,20.816667,400,0,2,0,3,0,0,0
MINURCAT,2010,Bahai,15.55,22.91,150,0,0,0,0,0,0,0
MINURCAT,2010,Birao,10.284879,22.788184,150,0,0,0,0,0,0,0
MINURCAT,2010,Farchana,13.59744,21.81167,650,0,0,0,1,0,0,0
MINURCAT,2010,Goz Beida,12.216667,21.4166667,650,0,0,0,0,0,0,0
MINURCAT,2010,Guereda,14.516667,22.083333,150,0,0,0,0,0,0,0
MINURCAT,2010,Iriba,15.116667,22.25,400,0,0,0,1,0,0,0
MINURCAT,2010,Koukou Angaraha,12.016667,21.683333,150,0,0,0,0,0,0,0
MINURCAT,2010,N'Djamena,12.108502,15.048173,75,0,0,0,0,0,0,0
MINURSO,1995,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,1995,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,1995,Awsard,22.551639,-14.331643,0,0,1,0,0,0,0,0
MINURSO,1995,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,1995,Boujdour,26.125615,-14.484377,0,0,0,0,0,0,0,0
MINURSO,1995,Dougaj,22.055556,-13.552778,0,0,0,0,0,0,0,0
MINURSO,1995,Laayoune,27.135,-13.1625,0,0,4,0,0,0,0,0
MINURSO,1995,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,1995,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,1995,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,1995,Nouadhibou,20.944165,-17.038513,0,0,0,0,0,0,0,0
MINURSO,1995,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,1995,Smara,26.73841,-11.67194,0,0,1,0,0,0,0,0
MINURSO,1995,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,1995,Tindouf,27.67111,-8.14743,0,0,1,0,0,0,0,0
MINURSO,1995,Zouerate,22.731652,-12.474106,0,0,0,0,0,0,0,0
MINURSO,1996,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,1996,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,1996,Awsard,22.551639,-14.331643,0,0,2,0,0,0,0,0
MINURSO,1996,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,1996,Boujdour,26.125615,-14.484377,0,0,0,0,0,0,0,0
MINURSO,1996,Dougaj,22.055556,-13.552778,0,0,0,0,0,0,0,0
MINURSO,1996,Laayoune,27.135,-13.1625,0,0,4,0,0,0,0,0
MINURSO,1996,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,1996,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,1996,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,1996,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,1996,Smara,26.73841,-11.67194,0,0,2,0,0,0,0,0
MINURSO,1996,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,1996,Tindouf,27.67111,-8.14743,0,0,2,0,0,0,0,0
MINURSO,1997,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,1997,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,1997,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,1997,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,1997,Laayoune,27.135,-13.1625,0,0,5,0,0,0,0,0
MINURSO,1997,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,1997,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,1997,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,1997,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,1997,Smara,26.73841,-11.67194,0,0,1,0,0,0,0,0
MINURSO,1997,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,1997,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,1998,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,1998,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,1998,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,1998,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,1998,Laayoune,27.135,-13.1625,0,4,5,0,0,0,0,0
MINURSO,1998,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,1998,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,1998,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,1998,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,1998,Smara,26.73841,-11.67194,0,0,0,0,0,0,0,0
MINURSO,1998,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,1998,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,1998,Zouerate,22.731652,-12.474106,0,0,0,0,0,0,0,0
MINURSO,1999,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,1999,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,1999,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,1999,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,1999,Laayoune,27.135,-13.1625,0,0,6,0,0,0,0,0
MINURSO,1999,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,1999,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,1999,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,1999,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,1999,Smara,26.73841,-11.67194,0,0,0,0,0,0,0,0
MINURSO,1999,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,1999,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,2000,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,2000,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2000,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,2000,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2000,Laayoune,27.135,-13.1625,0,0,4,0,0,0,0,0
MINURSO,2000,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2000,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2000,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,2000,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,2000,Smara,26.73841,-11.67194,0,0,0,0,0,0,0,0
MINURSO,2000,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,2000,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,2001,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,2001,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2001,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,2001,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2001,Laayoune,27.135,-13.1625,0,0,4,0,0,0,0,0
MINURSO,2001,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2001,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2001,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,2001,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,2001,Smara,26.73841,-11.67194,0,0,0,0,0,0,0,0
MINURSO,2001,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,2001,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,2002,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,2002,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2002,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,2002,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2002,Laayoune,27.135,-13.1625,0,0,4,0,0,0,0,0
MINURSO,2002,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2002,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2002,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,2002,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,2002,Smara,26.73841,-11.67194,0,0,0,0,0,0,0,0
MINURSO,2002,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,2002,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,2003,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,2003,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2003,Awsard,22.551639,-14.331643,0,0,4,0,0,0,0,0
MINURSO,2003,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2003,Laayoune,27.135,-13.1625,0,0,4,0,0,0,0,0
MINURSO,2003,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2003,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2003,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,2003,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,2003,Smara,26.73841,-11.67194,0,0,4,0,0,0,0,0
MINURSO,2003,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,2003,Tindouf,27.67111,-8.14743,0,0,4,0,0,0,0,0
MINURSO,2004,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,2004,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2004,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,2004,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2004,Laayoune,27.135,-13.1625,0,0,2,0,0,0,0,0
MINURSO,2004,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2004,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2004,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,2004,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,2004,Smara,26.73841,-11.67194,0,0,0,0,0,0,0,0
MINURSO,2004,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,2004,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,2005,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,2005,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2005,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,2005,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2005,Laayoune,27.135,-13.1625,0,0,4,0,0,0,0,0
MINURSO,2005,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2005,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2005,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,2005,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,2005,Smara,26.73841,-11.67194,0,0,1,0,0,0,0,0
MINURSO,2005,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,2005,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,2006,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2006,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,2006,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2006,Laayoune,27.135,-13.1625,0,0,2,0,0,0,0,0
MINURSO,2006,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2006,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2006,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,2006,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,2006,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,2006,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,2007,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2007,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,2007,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2007,Laayoune,27.135,-13.1625,0,0,3,0,0,0,0,0
MINURSO,2007,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2007,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2007,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,2007,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,2007,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,2007,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,2007,Smara,26.73841,-11.67194,0,0,0,0,0,0,0,0
MINURSO,2008,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2008,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,2008,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2008,Laayoune,27.135,-13.1625,0,0,1,0,0,0,0,0
MINURSO,2008,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2008,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2008,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,2008,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,2008,Smara,26.73841,-11.67194,0,0,0,0,0,0,0,0
MINURSO,2008,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,2008,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,2009,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2009,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,2009,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2009,Laayoune,27.135,-13.1625,0,0,2,0,0,0,0,0
MINURSO,2009,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2009,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2009,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,2009,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,2009,Smara,26.73841,-11.67194,0,0,0,0,0,0,0,0
MINURSO,2009,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,2009,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,2010,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2010,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,2010,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2010,Laayoune,27.135,-13.1625,0,0,4,0,0,0,0,0
MINURSO,2010,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2010,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2010,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,2010,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,2010,Smara,26.73841,-11.67194,0,0,0,0,0,0,0,0
MINURSO,2010,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,2010,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,2010,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,2011,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,2011,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2011,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,2011,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2011,Laayoune,27.135,-13.1625,0,0,2,0,0,0,0,0
MINURSO,2011,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2011,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2011,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,2011,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,2011,Smara,26.73841,-11.67194,0,0,0,0,0,0,0,0
MINURSO,2011,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,2011,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,2012,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,2012,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2012,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,2012,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2012,Laayoune,27.135,-13.1625,0,0,2,0,0,0,0,0
MINURSO,2012,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2012,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,2012,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,2012,Smara,26.73841,-11.67194,0,0,0,0,0,0,0,0
MINURSO,2012,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,2012,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,2012,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2013,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,2013,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2013,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,2013,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2013,Laayoune,27.135,-13.1625,0,0,1,0,0,0,0,0
MINURSO,2013,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2013,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2013,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
MINURSO,2013,Oum Dreyga,24.166667,-13.25,0,0,0,0,0,0,0,0
MINURSO,2013,Smara,26.73841,-11.67194,0,0,0,0,0,0,0,0
MINURSO,2013,Tifariti,26.092778,-10.608889,0,0,0,0,0,0,0,0
MINURSO,2013,Tindouf,27.67111,-8.14743,0,0,0,0,0,0,0,0
MINURSO,2014,Ad Dakhla,23.68477,-15.95798,0,0,0,0,0,0,0,0
MINURSO,2014,Agwanit,22.1934,-13.140930000000001,0,0,0,0,0,0,0,0
MINURSO,2014,Awsard,22.551639,-14.331643,0,0,0,0,0,0,0,0
MINURSO,2014,Bir Lahlou,26.3268627,-9.5494739,0,0,0,0,0,0,0,0
MINURSO,2014,Laayoune,27.135,-13.1625,0,0,3,0,0,0,0,0
MINURSO,2014,Mahbas,27.424267,-9.06598,0,0,0,0,0,0,0,0
MINURSO,2014,Mehaires,26.1472,-11.0692,0,0,0,0,0,0,0,0
MINURSO,2014,Mijek,23.4735871,-12.7597541,0,0,0,0,0,0,0,0
