mission,year,location,latitude,longitude,Infantry,eng,med,sig,av,riv,maint,trans
MONUC,2004,Kindu,-2.95,25.933333,800,2,2,0,0,2,0,0
MONUC,2004,Kinshasa,-4.329722,15.315,1375,0,0,0,0,0,0,0
MONUC,2004,Kisangani,0.5,25.2,150,0,0,0,0,0,0,0
MONUC,2004,Kole,-3.466667,22.45,0,0,0,0,0,0,0,0
MONUC,2004,Kongolo,-5.383333,27,0,0,0,0,0,0,0,0
MONUC,2004,Kpandroma,2.065193,30.897782,150,0,0,0,0,0,0,0
MONUC,2004,Lodja,-3.483333,23.433333,0,0,0,0,0,0,0,0
MONUC,2004,Lubao,-5.36666667,25.75,0,0,0,0,0,0,0,0
MONUC,2004,Lubero,-0.166667,29.233333,150,0,0,0,0,0,0,0
MONUC,2004,Lubumbashi,-11.666667,27.466667,0,0,0,0,0,0,0,0
MONUC,2004,Lubutu,-0.733333,26.583333,0,0,0,0,0,0,0,0
MONUC,2004,Lusambo,-4.966667,23.45,0,0,0,0,0,0,0,0
MONUC,2004,Mahagi,2.3,30.983333,650,0,0,0,0,0,0,0
MONUC,2004,Mambasa,1.362199,29.035957,0,0,0,0,0,0,0,0
MONUC,2004,Manono,-7.3,27.416667,0,0,0,0,0,0,0,0
MONUC,2004,Marabo,1.47641,29.968832,150,0,0,0,0,0,0,0
MONUC,2004,Masisi,-1.398889,28.813333,0,0,0,0,0,0,0,0
MONUC,2004,Mbandaka,0.066667,18.266667,35,0,0,0,0,2,0,0
MONUC,2004,Mbuji-Mayi,-6.15,23.6,0,0,0,0,0,0,0,0
MONUC,2004,Minova,-1.7075,29.018056,0,0,0,0,0,0,0,0
MONUC,2004,Mitwaba,-8.63333333,27.3333333,0,0,0,0,0,0,0,0
MONUC,2004,Moba,-7.066667,29.766667,0,0,0,0,0,0,0,0
MONUC,2004,Moliro,-8.216667,30.566667,0,0,0,0,0,0,0,0
MONUC,2004,Mongwalu,1.95,30.033333,150,0,0,0,0,0,0,0
MONUC,2004,Mwenga,-3.038611,28.4325,0,0,0,0,0,0,0,0
MONUC,2004,Nizi,1.75,30.3,150,0,0,0,0,0,0,0
MONUC,2004,Nyunzu,-5.95,28.016667,0,0,0,0,0,0,0,0
MONUC,2004,Pangi,-3.183333,26.633333,0,0,0,0,0,0,0,0
MONUC,2004,Punia,-1.466667,26.45,0,0,0,0,0,0,0,0
MONUC,2004,Pweto,-8.466667,28.9,0,0,0,0,0,0,0,0
MONUC,2004,Rutshuru,-1.184167,29.448889,0,0,0,0,0,0,0,0
MONUC,2004,Shabunda,-2.7,27.333333,150,0,0,0,0,0,0,0
MONUC,2004,Tchomia,1.431289,30.457125,75,0,0,0,0,0,0,0
MONUC,2004,Uvira,-3.373055,29.144967,150,0,0,0,0,0,0,0
MONUC,2004,Walikale,-1.415556,28.057222,0,0,0,0,0,0,0,0
MONUC,2004,Walungu,-2.6283333,28.665833,0,0,0,0,0,0,0,0
MONUC,2005,Adikivu,-2.325729,28.812325,650,0,0,0,1,0,0,0
MONUC,2005,Aru,2.866667,30.85,150,0,0,0,0,0,0,0
MONUC,2005,Beni,0.5,29.466667,1300,0,0,0,0,0,0,0
MONUC,2005,Bujumbura,-3.3822,29.3644,0,0,0,0,0,0,0,0
MONUC,2005,Bukavu,-2.5,28.866667,650,3,3,0,0,3,0,0
MONUC,2005,Bunia,1.5625,30.248417,1950,3,3,0,3,3,0,0
MONUC,2005,Butembo,0.15,29.283333,150,0,0,0,0,0,0,0
MONUC,2005,Fataki,2,30.566667,150,0,0,0,0,0,0,0
MONUC,2005,Gbadolite,4.283333,21.016667,0,0,0,0,0,0,0,0
MONUC,2005,Goma,-1.683333,29.233333,316,1,0,0,3,0,0,0
MONUC,2005,Kalemie,-5.903344,29.192303,150,0,0,0,0,0,0,0
MONUC,2005,Kampala,0.3155556,32.5655556,0,0,0,0,0,0,0,0
MONUC,2005,Kananga,-5.9,22.416667,150,0,0,0,0,0,0,0
MONUC,2005,Kanja-bayonga,-0.711111,29.173056,150,0,0,0,0,0,0,0
MONUC,2005,Kigali,-1.9546,30.061,0,0,0,0,0,0,0,0
MONUC,2005,Kindu,-2.95,25.933333,150,3,0,0,0,0,0,0
MONUC,2005,Kinshasa,-4.329722,15.315,1950,0,0,0,0,0,0,0
MONUC,2005,Kisangani,0.5,25.2,650,3,0,0,0,0,0,0
MONUC,2005,Kwandroma,2.0666667,30.883333,150,0,0,0,0,0,0,0
MONUC,2005,Lubero,-0.166667,29.233333,150,0,0,0,0,0,0,0
MONUC,2005,Mahagi,2.3,30.983333,650,0,0,0,0,0,0,0
MONUC,2005,Marabo,1.47641,29.968832,150,0,0,0,0,0,0,0
MONUC,2005,Masisi,-1.398889,28.813333,150,0,0,0,0,0,0,0
MONUC,2005,Mbandaka,0.066667,18.266667,35,0,0,0,0,0,0,0
MONUC,2005,Mbuji-Mayi,-6.15,23.6,35,0,0,0,0,0,0,0
MONUC,2005,Mongwalu,1.95,30.033333,150,0,0,0,0,0,0,0
MONUC,2005,Nizi,1.75,30.3,150,0,0,0,0,0,0,0
MONUC,2005,Panzi,-2.5301802,28.8545827,650,0,0,0,0,0,0,0
MONUC,2005,Rutshuru,-1.184167,29.448889,150,0,0,0,0,0,0,0
MONUC,2005,Tchomia,1.431289,30.457125,150,0,0,0,0,0,0,0
MONUC,2005,Uvira,-3.373055,29.144967,650,0,0,0,0,0,0,0
MONUC,2005,Walikale,-1.415556,28.057222,150,0,0,0,0,0,0,0
MONUC,2005,Walungu,-2.6283333,28.665833,316,0,0,0,0,0,0,0
MONUC,2006,Adikivu,-2.325729,28.812325,700,0,0,0,6,0,0,0
MONUC,2006,Aru,2.866667,30.85,150,0,0,0,0,0,0,0
MONUC,2006,Beni,0.5,29.466667,700,0,0,0,0,0,0,0
MONUC,2006,Bujumbura,-3.3822,29.3644,0,0,0,0,0,0,0,0
MONUC,2006,Bukavu,-2.5,28.866667,783,6,6,0,0,6,0,0
MONUC,2006,Bunia,1.5625,30.248417,2050,6,6,0,6,6,0,0
MONUC,2006,Butembo,0.15,29.283333,150,0,0,0,0,0,0,0
MONUC,2006,Fataki,2,30.566667,150,0,0,0,0,0,0,0
MONUC,2006,Gbadolite,4.283333,21.016667,0,0,0,0,0,0,0,0
MONUC,2006,Goma,-1.683333,29.233333,650,6,0,0,6,0,0,0
MONUC,2006,Kalemie,-5.903344,29.192303,591,0,0,0,0,0,0,0
MONUC,2006,Kampala,0.3155556,32.5655556,0,0,0,0,0,0,0,0
MONUC,2006,Kananga,-5.9,22.416667,150,0,0,0,0,0,0,0
MONUC,2006,Kanja-bayonga,-0.711111,29.173056,150,0,0,0,0,0,0,0
MONUC,2006,Kigali,-1.9546,30.061,0,0,0,0,0,0,0,0
MONUC,2006,Kindu,-2.95,25.933333,150,6,0,0,0,0,0,0
MONUC,2006,Kinshasa,-4.329722,15.315,1975,0,0,0,0,0,0,0
MONUC,2006,Kisangani,0.5,25.2,650,6,0,0,0,0,0,0
MONUC,2006,Kolwezi,-10.716667,25.466667,35,0,0,0,0,0,0,0
MONUC,2006,Kwandroma,2.0666667,30.883333,150,0,0,0,0,0,0,0
MONUC,2006,Lubero,-0.166667,29.233333,175,0,0,0,0,0,0,0
MONUC,2006,Lubumbashi,-11.666667,27.466667,111,0,0,0,0,0,0,0
MONUC,2006,Mahagi,2.3,30.983333,650,0,0,0,0,0,0,0
MONUC,2006,Marabo,1.47641,29.968832,150,0,0,0,0,0,0,0
MONUC,2006,Masisi,-1.398889,28.813333,150,0,0,0,0,0,0,0
MONUC,2006,Mbandaka,0.066667,18.266667,35,0,0,0,0,0,0,0
MONUC,2006,Mbuji-Mayi,-6.15,23.6,87,0,0,0,0,0,0,0
MONUC,2006,Mongwalu,1.95,30.033333,150,0,0,0,0,0,0,0
MONUC,2006,Nizi,1.75,30.3,150,0,0,0,0,0,0,0
MONUC,2006,Panzi,-2.5301802,28.8545827,650,0,0,0,0,0,0,0
MONUC,2006,Rutshuru,-1.184167,29.448889,150,0,0,0,0,0,0,0
MONUC,2006,Tchomia,1.431289,30.457125,150,0,0,0,0,0,0,0
MONUC,2006,Uvira,-3.373055,29.144967,650,0,0,0,0,0,0,0
MONUC,2006,Walikale,-1.415556,28.057222,150,0,0,0,0,0,0,0
MONUC,2006,Walungu,-2.6283333,28.665833,650,0,0,0,0,0,0,0
MONUC,2006,Mitwaba,-8.63333333,27.3333333,104,0,0,0,0,0,0,0
MONUC,2006,Rwindi,-0.784722,29.290556,150,0,0,0,0,0,0,0
MONUC,2006,Bandundu,-3.3166667,17.3666667,35,0,0,0,0,0,0,0
MONUC,2006,Kamina,-8.738611,24.990556,525,0,3,0,3,0,0,0
MONUC,2006,Manono,-7.3,27.416667,150,0,0,0,0,0,0,0
MONUC,2006,Gemena,3.25,19.766667,35,0,0,0,0,0,0,0
MONUC,2006,Kikwit,-5.033333,18.816667,35,0,0,0,0,0,0,0
MONUC,2006,Matadi,-5.816667,13.45,35,0,0,0,0,0,0,0
MONUC,2006,Nyunzu,-5.95,28.016667,150,0,0,0,0,0,0,0
MONUC,2006,Pweto,-8.466667,28.9,150,0,0,0,0,0,0,0
MONUC,2007,Adikivu,-2.325729,28.812325,725,0,0,0,4,0,0,0
MONUC,2007,Aru,2.866667,30.85,150,0,0,0,0,0,0,0
MONUC,2007,Bandundu,-3.3166667,17.3666667,35,0,0,0,0,0,0,0
MONUC,2007,Beni,0.5,29.466667,800,0,0,0,0,0,0,0
MONUC,2007,Bujumbura,-3.3822,29.3644,0,0,0,0,0,0,0,0
MONUC,2007,Bukavu,-2.5,28.866667,800,4,4,0,0,4,0,0
MONUC,2007,Bunia,1.5625,30.248417,2100,4,4,0,4,4,0,0
MONUC,2007,Butembo,0.15,29.283333,150,0,0,0,0,0,0,0
MONUC,2007,Fataki,2,30.566667,150,0,0,0,0,0,0,0
MONUC,2007,Gemena,3.25,19.766667,35,0,0,0,0,0,0,0
MONUC,2007,Goma,-1.683333,29.233333,725,4,3,0,4,0,0,0
MONUC,2007,Kalemie,-5.903344,29.192303,650,0,0,0,0,0,0,0
MONUC,2007,Kamina,-8.738611,24.990556,650,0,4,0,4,0,0,0
MONUC,2007,Kampala,0.3155556,32.5655556,0,0,0,0,0,0,0,0
MONUC,2007,Kananga,-5.9,22.416667,150,0,0,0,0,0,0,0
MONUC,2007,Kigali,-1.9546,30.061,0,0,0,0,0,0,0,0
MONUC,2007,Kikwit,-5.033333,18.816667,35,0,0,0,0,0,0,0
MONUC,2007,Kindu,-2.95,25.933333,150,4,0,0,0,0,0,0
MONUC,2007,Kinshasa,-4.329722,15.315,1950,0,0,0,0,4,0,0
MONUC,2007,Kisangani,0.5,25.2,650,4,0,0,0,0,0,0
MONUC,2007,Kwandroma,2.0666667,30.883333,150,0,0,0,0,0,0,0
MONUC,2007,Lubero,-0.166667,29.233333,200,0,0,0,0,0,0,0
MONUC,2007,Lubumbashi,-11.666667,27.466667,150,0,0,0,0,0,0,0
MONUC,2007,Mahagi,2.3,30.983333,650,0,0,0,0,0,0,0
MONUC,2007,Manono,-7.3,27.416667,150,0,0,0,0,0,0,0
MONUC,2007,Marabo,1.47641,29.968832,150,0,0,0,0,0,0,0
MONUC,2007,Masisi,-1.398889,28.813333,150,0,0,0,0,0,0,0
MONUC,2007,Mbandaka,0.066667,18.266667,150,0,0,0,0,0,0,0
MONUC,2007,Mbuji-Mayi,-6.15,23.6,35,0,0,0,0,0,0,0
MONUC,2007,Mitwaba,-8.63333333,27.3333333,150,0,0,0,0,0,0,0
MONUC,2007,Mongwalu,1.95,30.033333,150,0,0,0,0,0,0,0
MONUC,2007,Nizi,1.75,30.3,150,0,0,0,0,0,0,0
MONUC,2007,Nyunzu,-5.95,28.016667,150,0,0,0,0,0,0,0
MONUC,2007,Panzi,-2.5301802,28.8545827,650,0,0,0,0,0,0,0
MONUC,2007,Pweto,-8.466667,28.9,150,0,0,0,0,0,0,0
MONUC,2007,Rutshuru,-1.184167,29.448889,150,0,0,0,0,0,0,0
MONUC,2007,Tchomia,1.431289,30.457125,150,0,0,0,0,0,0,0
MONUC,2007,Uvira,-3.373055,29.144967,650,0,0,0,0,0,0,0
MONUC,2007,Walikale,-1.415556,28.057222,150,0,0,0,0,0,0,0
MONUC,2007,Walungu,-2.6283333,28.665833,650,0,0,0,0,0,0,0
MONUC,2008,Adikivu,-2.325729,28.812325,650,0,0,0,5,0,0,0
MONUC,2008,Aru,2.866667,30.85,150,0,0,0,0,0,0,0
MONUC,2008,Beni,0.5,29.466667,1200,2,0,0,0,0,0,0
MONUC,2008,Bukavu,-2.5,28.866667,680,5,5,0,0,5,0,0
MONUC,2008,Bunia,1.5625,30.248417,1980,5,5,0,5,5,0,0
MONUC,2008,Butembo,0.15,29.283333,270,0,0,0,0,0,0,0
MONUC,2008,Fataki,2,30.566667,150,0,0,0,0,0,0,0
MONUC,2008,Gemena,3.25,19.766667,35,0,0,0,0,0,0,0
MONUC,2008,Goma,-1.683333,29.233333,1750,5,5,0,5,0,0,0
MONUC,2008,Kalemie,-5.903344,29.192303,650,0,0,0,0,0,0,0
MONUC,2008,Kamina,-8.738611,24.990556,30,0,5,0,5,0,0,0
MONUC,2008,Kampala,0.3155556,32.5655556,0,0,0,0,0,0,0,0
MONUC,2008,Kananga,-5.9,22.416667,150,0,0,0,0,0,0,0
MONUC,2008,Kigali,-1.9546,30.061,0,0,0,0,0,0,0,0
MONUC,2008,Kindu,-2.95,25.933333,150,4,0,0,0,0,0,0
MONUC,2008,Kinshasa,-4.329722,15.315,1650,0,0,0,0,5,0,0
MONUC,2008,Kisangani,0.5,25.2,650,5,0,0,0,0,0,0
MONUC,2008,Kwandroma,2.0666667,30.883333,150,0,0,0,0,0,0,0
MONUC,2008,Lubero,-0.166667,29.233333,300,0,0,0,0,0,0,0
MONUC,2008,Mahagi,2.3,30.983333,650,0,0,0,0,0,0,0
MONUC,2008,Manono,-7.3,27.416667,150,0,0,0,0,0,0,0
MONUC,2008,Marabo,1.47641,29.968832,150,0,0,0,0,0,0,0
MONUC,2008,Masisi,-1.398889,28.813333,150,0,0,0,0,0,0,0
MONUC,2008,Mbandaka,0.066667,18.266667,81,0,0,0,0,0,0,0
MONUC,2008,Mbuji-Mayi,-6.15,23.6,35,0,0,0,0,0,0,0
MONUC,2008,Mongwalu,1.95,30.033333,150,0,0,0,0,0,0,0
MONUC,2008,Nizi,1.75,30.3,150,0,0,0,0,0,0,0
MONUC,2008,Nyunzu,-5.95,28.016667,150,0,0,0,0,0,0,0
MONUC,2008,Panzi,-2.5301802,28.8545827,650,0,0,0,0,0,0,0
MONUC,2008,Pweto,-8.466667,28.9,150,0,0,0,0,0,0,0
MONUC,2008,Rutshuru,-1.184167,29.448889,150,0,0,0,0,0,0,0
MONUC,2008,Tchomia,1.431289,30.457125,150,0,0,0,0,0,0,0
MONUC,2008,Uvira,-3.373055,29.144967,650,0,0,0,0,0,0,0
MONUC,2008,Walikale,-1.415556,28.057222,150,0,0,0,0,0,0,0
MONUC,2008,Walungu,-2.6283333,28.665833,650,0,0,0,0,0,0,0
MONUC,2008,Gbadolite,4.283333,21.016667,35,0,0,0,0,0,0,0
MONUC,2008,Matadi,-5.816667,13.45,92,0,0,0,0,0,0,0
MONUC,2008,Dungu,3.616667,28.566667,150,1,0,0,0,0,0,0
MONUC,2008,Kabalo,-6.05,26.916667,150,0,0,0,0,0,0,0
MONUC,2008,Lubumbashi,-11.666667,27.466667,0,0,0,0,0,0,0,0
MONUC,2008,Mitwaba,-8.63333333,27.3333333,150,0,0,0,0,0,0,0
MONUC,2008,Moba,-7.066667,29.766667,150,0,0,0,0,0,0,0
MONUC,2008,Nyamilima,-0.883101,29.566521,150,0,0,0,0,0,0,0
MONUC,2009,Adikivu,-2.325729,28.812325,743,4,0,0,4,0,0,0
MONUC,2009,Beni,0.5,29.466667,812,0,0,0,0,0,0,0
MONUC,2009,Bukavu,-2.5,28.866667,525,4,4,0,0,4,0,0
MONUC,2009,Bunia,1.5625,30.248417,1537,4,4,0,4,4,0,0
MONUC,2009,Dungu,3.616667,28.566667,525,4,0,0,3,0,0,0
MONUC,2009,Gbadolite,4.283333,21.016667,35,0,0,0,0,0,0,0
MONUC,2009,Gemena,3.25,19.766667,35,0,0,0,0,0,0,0
MONUC,2009,Goma,-1.683333,29.233333,1300,4,4,0,4,0,0,0
MONUC,2009,Kalemie,-5.903344,29.192303,650,0,0,0,0,0,0,0
MONUC,2009,Kamina,-8.738611,24.990556,150,0,4,0,1,0,0,0
MONUC,2009,Kampala,0.3155556,32.5655556,0,0,0,0,0,0,0,0
MONUC,2009,Kigali,-1.9546,30.061,0,0,0,0,0,0,0,0
MONUC,2009,Kindu,-2.95,25.933333,275,0,0,0,0,0,0,1
MONUC,2009,Kinshasa,-4.329722,15.315,1300,0,0,0,0,4,0,0
MONUC,2009,Kisangani,0.5,25.2,650,1,0,0,2,0,0,0
MONUC,2009,Lubumbashi,-11.666667,27.466667,8,0,0,0,0,0,0,0
MONUC,2009,Mahagi,2.3,30.983333,316,0,0,0,0,0,0,0
MONUC,2009,Masisi,-1.398889,28.813333,150,0,0,0,0,0,0,0
MONUC,2009,Matadi,-5.816667,13.45,35,0,0,0,0,0,0,0
MONUC,2009,Mbandaka,0.066667,18.266667,35,0,0,0,0,0,0,0
MONUC,2009,Mbuji-Mayi,-6.15,23.6,35,0,0,0,0,0,0,0
MONUC,2009,Mushake,-1.533333,28.983333,650,0,0,0,0,0,0,0
MONUC,2009,Rwindi,-0.784722,29.290556,525,0,0,0,0,0,0,0
MONUC,2009,Sake,-1.573611,29.045,150,0,0,0,0,0,0,0
MONUC,2009,Uvira,-3.373055,29.144967,650,0,0,0,0,0,0,0
MONUC,2009,Walungu,-2.6283333,28.665833,650,0,0,0,0,0,0,0
MONUC,2009,Kiwanja,-1.14,29.439445,650,0,0,0,0,0,0,0
MONUC,2009,Panzi,-2.5301802,28.8545827,400,0,0,0,0,0,0,0
MONUC,2009,Kavumu,-2.302778,28.8161111,725,1,0,0,1,0,0,0
MONUC,2009,Manono,-7.3,27.416667,150,0,0,0,0,0,0,0
MONUC,2009,Moba,-7.066667,29.766667,150,0,0,0,0,0,0,0
MONUC,2010,Adikivu,-2.325729,28.812325,725,2,0,0,2,0,0,0
MONUC,2010,Beni,0.5,29.466667,650,0,0,0,0,0,0,0
MONUC,2010,Bukavu,-2.5,28.866667,150,2,2,0,0,2,0,0
MONUC,2010,Bunia,1.5625,30.248417,975,2,2,0,2,2,0,0
MONUC,2010,Dungu,3.616667,28.566667,650,2,0,0,2,0,0,0
MONUC,2010,Gbadolite,4.283333,21.016667,35,0,0,0,0,0,0,0
MONUC,2010,Gemena,3.25,19.766667,185,0,0,0,0,0,0,0
MONUC,2010,Goma,-1.683333,29.233333,1300,2,2,0,2,0,0,0
MONUC,2010,Kalemie,-5.903344,29.192303,650,0,0,0,0,0,0,0
MONUC,2010,Kamina,-8.738611,24.990556,150,0,1,0,0,0,0,0
MONUC,2010,Kampala,0.3155556,32.5655556,0,0,0,0,0,0,0,0
MONUC,2010,Kavumu,-2.302778,28.8161111,725,2,0,0,2,0,0,0
MONUC,2010,Kigali,-1.9546,30.061,0,0,0,0,0,0,0,0
MONUC,2010,Kindu,-2.95,25.933333,650,0,0,0,0,0,0,2
MONUC,2010,Kinshasa,-4.329722,15.315,1300,0,1,0,0,2,0,0
MONUC,2010,Kisangani,0.5,25.2,650,0,0,0,2,0,0,0
MONUC,2010,Kiwanja,-1.14,29.439445,650,0,0,0,0,0,0,0
MONUC,2010,Lubumbashi,-11.666667,27.466667,35,0,0,0,0,0,0,0
MONUC,2010,Manono,-7.3,27.416667,150,0,0,0,0,0,0,0
MONUC,2010,Masisi,-1.398889,28.813333,150,0,0,0,0,0,0,0
MONUC,2010,Matadi,-5.816667,13.45,35,0,0,0,0,0,0,0
MONUC,2010,Mbandaka,0.066667,18.266667,35,0,0,0,0,0,0,0
MONUC,2010,Mbuji-Mayi,-6.15,23.6,35,0,0,0,0,0,0,0
MONUC,2010,Moba,-7.066667,29.766667,150,0,0,0,0,0,0,0
MONUC,2010,Mushake,-1.533333,28.983333,650,0,0,0,0,0,0,0
MONUC,2010,Panzi,-2.5301802,28.8545827,650,0,0,0,0,0,0,0
MONUC,2010,Rwindi,-0.784722,29.290556,525,0,0,0,0,0,0,0
MONUC,2010,Sake,-1.573611,29.045,150,0,0,0,0,0,0,0
MONUC,2010,Uvira,-3.373055,29.144967,650,0,0,0,0,0,0,0
MONUC,2010,Walungu,-2.6283333,28.665833,487,1,0,0,0,0,0,0
MONUC,2010,Dongo,2.708561,18.40506,150,0,0,0,0,0,0,0
MONUC,2010,Ishasa,-0.75,29.61666667,400,0,0,0,0,0,0,0
MONUC,2010,Kongolo,-5.383333,27,70,0,0,0,0,0,0,0
MONUC,2010,Mahagi,2.3,30.983333,650,0,0,0,0,0,0,0
MONUC,2010,Mubone,-2.6283333,28.665833,325,1,0,0,0,0,0,0
MONUSCO,2010,Adikivu,-2.325729,28.812325,687,2,0,0,4,0,0,0
MONUSCO,2010,Bendera,-5.065556,28.915556,35,0,0,0,0,0,0,0
MONUSCO,2010,Beni,0.5,29.466667,650,0,0,0,0,0,0,0
MONUSCO,2010,Bukavu,-2.5,28.866667,150,2,2,0,0,2,0,0
MONUSCO,2010,Bunia,1.5625,30.248417,650,2,2,0,2,1,0,0
MONUSCO,2010,Dongo,2.708561,18.40506,35,0,0,0,0,0,0,0
MONUSCO,2010,Dungu,3.616667,28.566667,650,2,0,0,2,0,0,0
MONUSCO,2010,Gbadolite,4.283333,21.016667,35,0,0,0,0,0,0,0
MONUSCO,2010,Gemena,3.25,19.766667,150,0,0,0,0,0,0,0
MONUSCO,2010,Goma,-1.683333,29.233333,1300,2,2,0,2,0,0,0
MONUSCO,2010,Ishasa,-0.75,29.61666667,325,0,0,0,0,0,0,0
MONUSCO,2010,Kalemie,-5.903344,29.192303,650,0,0,0,0,0,0,0
MONUSCO,2010,Kamina,-8.738611,24.990556,150,0,0,0,0,0,0,0
MONUSCO,2010,Kampala,0.3155556,32.5655556,0,0,0,0,0,0,0,0
MONUSCO,2010,Kavumu,-2.302778,28.8161111,687,2,0,0,4,0,0,0
MONUSCO,2010,Kigali,-1.9546,30.061,0,0,0,0,0,0,0,0
MONUSCO,2010,Kindu,-2.95,25.933333,417,0,0,0,0,0,0,0
MONUSCO,2010,Kinshasa,-4.329722,15.315,975,0,2,0,0,2,0,0
MONUSCO,2010,Kisangani,0.5,25.2,185,0,0,0,2,0,0,0
MONUSCO,2010,Kiwanja,-1.14,29.439445,650,0,0,0,0,0,0,0
MONUSCO,2010,Kongolo,-5.383333,27,35,0,0,0,0,0,0,0
MONUSCO,2010,Lubumbashi,-11.666667,27.466667,35,0,0,0,0,0,0,0
MONUSCO,2010,Lubutu,-0.733333,26.583333,35,0,0,0,0,0,0,0
MONUSCO,2010,Mahagi,2.3,30.983333,650,0,0,0,0,0,0,0
MONUSCO,2010,Manono,-7.3,27.416667,35,0,0,0,0,0,0,0
MONUSCO,2010,Masisi,-1.398889,28.813333,150,0,0,0,0,0,0,0
MONUSCO,2010,Matadi,-5.816667,13.45,35,0,0,0,0,0,0,0
MONUSCO,2010,Mbandaka,0.066667,18.266667,150,0,0,0,0,0,0,0
MONUSCO,2010,Moba,-7.066667,29.766667,92,0,0,0,0,0,0,0
MONUSCO,2010,Mubone,-2.6283333,28.665833,325,2,0,0,0,0,0,0
MONUSCO,2010,Mushake,-1.533333,28.983333,650,0,0,0,0,0,0,0
MONUSCO,2010,Panzi,-2.5301802,28.8545827,650,0,0,0,0,0,0,0
MONUSCO,2010,Rwindi,-0.784722,29.290556,325,0,0,0,0,0,0,0
MONUSCO,2010,Sake,-1.573611,29.045,650,0,0,0,0,0,0,0
MONUSCO,2010,Uvira,-3.373055,29.144967,650,0,0,0,0,0,0,0
MONUSCO,2010,Walungu,-2.6283333,28.665833,325,2,0,0,0,0,0,0
MONUSCO,2011,Adikivu,-2.325729,28.812325,650,3,0,0,5,0,0,0
MONUSCO,2011,Bendera,-5.065556,28.915556,35,0,0,0,0,0,0,0
MONUSCO,2011,Beni,0.5,29.466667,650,0,0,0,0,0,0,0
MONUSCO,2011,Bukavu,-2.5,28.866667,150,3,3,0,0,3,0,0
MONUSCO,2011,Bunia,1.5625,30.248417,650,3,3,0,3,0,0,0
MONUSCO,2011,Dongo,2.708561,18.40506,35,0,0,0,0,0,0,0
MONUSCO,2011,Dungu,3.616667,28.566667,650,3,0,0,3,0,0,0
MONUSCO,2011,Gbadolite,4.283333,21.016667,35,0,0,0,0,0,0,0
MONUSCO,2011,Gemena,3.25,19.766667,150,0,0,0,0,0,0,0
MONUSCO,2011,Goma,-1.683333,29.233333,1516,3,3,0,3,0,0,0
MONUSCO,2011,Ishasa,-0.75,29.61666667,325,0,0,0,0,0,0,0
MONUSCO,2011,Kalemie,-5.903344,29.192303,650,0,0,0,0,0,0,0
MONUSCO,2011,Kamina,-8.738611,24.990556,150,0,0,0,0,0,0,0
MONUSCO,2011,Kampala,0.3155556,32.5655556,0,0,0,0,0,0,0,0
MONUSCO,2011,Kavumu,-2.302778,28.8161111,650,3,0,0,5,0,0,0
MONUSCO,2011,Kigali,-1.9546,30.061,0,0,0,0,0,0,0,0
MONUSCO,2011,Kindu,-2.95,25.933333,150,0,0,0,0,0,0,0
MONUSCO,2011,Kinshasa,-4.329722,15.315,650,0,3,0,0,3,0,0
MONUSCO,2011,Kisangani,0.5,25.2,185,0,0,0,3,0,0,0
MONUSCO,2011,Kiwanja,-1.14,29.439445,650,0,0,0,0,0,0,0
MONUSCO,2011,Kongolo,-5.383333,27,35,0,0,0,0,0,0,0
MONUSCO,2011,Lubumbashi,-11.666667,27.466667,35,0,0,0,0,0,0,0
MONUSCO,2011,Lubutu,-0.733333,26.583333,35,0,0,0,0,0,0,0
MONUSCO,2011,Mahagi,2.3,30.983333,650,0,0,0,0,0,0,0
MONUSCO,2011,Manono,-7.3,27.416667,35,0,0,0,0,0,0,0
MONUSCO,2011,Mbandaka,0.066667,18.266667,150,0,0,0,0,0,0,0
MONUSCO,2011,Moba,-7.066667,29.766667,35,0,0,0,0,0,0,0
MONUSCO,2011,Mubone,-2.6283333,28.665833,325,3,0,0,0,0,0,0
MONUSCO,2011,Mushake,-1.533333,28.983333,650,0,0,0,0,0,0,0
MONUSCO,2011,Panzi,-2.5301802,28.8545827,650,0,0,0,0,0,0,0
MONUSCO,2011,Rwindi,-0.784722,29.290556,325,0,0,0,0,0,0,0
MONUSCO,2011,Sake,-1.573611,29.045,650,0,0,0,0,0,0,0
MONUSCO,2011,Uvira,-3.373055,29.144967,650,0,0,0,0,0,0,0
MONUSCO,2011,Walungu,-2.6283333,28.665833,325,3,0,0,0,0,0,0
MONUSCO,2012,Adikivu,-2.325729,28.812325,650,2,0,0,2,0,0,0
MONUSCO,2012,Bendera,-5.065556,28.915556,35,0,0,0,0,0,0,0
MONUSCO,2012,Beni,0.5,29.466667,650,0,0,0,0,0,0,0
MONUSCO,2012,Bukavu,-2.5,28.866667,150,2,2,0,1,2,0,0
MONUSCO,2012,Bunia,1.5625,30.248417,650,2,2,0,2,0,0,0
MONUSCO,2012,Dongo,2.708561,18.40506,35,0,0,0,0,0,0,0
MONUSCO,2012,Dungu,3.616667,28.566667,650,2,0,0,2,0,0,0
MONUSCO,2012,Gbadolite,4.283333,21.016667,35,0,0,0,0,0,0,0
MONUSCO,2012,Gemena,3.25,19.766667,150,0,0,0,0,0,0,0
MONUSCO,2012,Goma,-1.683333,29.233333,1950,2,2,0,2,0,0,0
MONUSCO,2012,Ishasa,-0.75,29.61666667,325,0,0,0,0,0,0,0
